"id","order_id","product_id","quantity","discount"
979,"CA-2014-139598","OFF-PA-10004569",3,0.20
980,"CA-2014-139598","OFF-AP-10003287",2,0.20
981,"CA-2014-139633","OFF-BI-10002954",4,0.70
982,"CA-2014-139857","OFF-FA-10001843",5,0.00
983,"CA-2014-139892","FUR-CH-10004287",9,0.30
984,"CA-2014-139892","OFF-AR-10004441",3,0.20
985,"CA-2014-139892","OFF-ST-10000991",3,0.20
986,"CA-2014-139892","OFF-AP-10002518",5,0.80
987,"CA-2014-139892","TEC-MA-10000822",8,0.40
988,"CA-2014-139892","TEC-PH-10003931",3,0.20
989,"CA-2014-139892","OFF-AR-10002656",6,0.20
990,"CA-2014-140004","OFF-AR-10004027",3,0.20
991,"CA-2014-140004","OFF-AR-10004685",2,0.20
992,"CA-2014-140032","OFF-BI-10000822",2,0.20
993,"CA-2014-140039","OFF-ST-10001034",5,0.20
994,"CA-2014-140165","OFF-FA-10002815",2,0.20
995,"CA-2014-140165","OFF-BI-10004519",8,0.70
996,"CA-2014-140228","OFF-LA-10001613",3,0.20
997,"CA-2014-140228","OFF-ST-10001128",2,0.20
998,"CA-2014-140228","OFF-ST-10002214",3,0.20
999,"CA-2014-140396","OFF-PA-10000223",4,0.00
1000,"CA-2014-140396","OFF-BI-10003669",3,0.20
1001,"CA-2014-140396","TEC-PH-10004447",6,0.00
1002,"CA-2014-140396","OFF-EN-10002592",3,0.00
1003,"CA-2014-140403","FUR-CH-10002774",3,0.20
1004,"CA-2014-140403","OFF-EN-10001219",2,0.00
1005,"CA-2014-140473","TEC-CO-10004202",3,0.20
1006,"CA-2014-140487","FUR-BO-10000711",3,0.00
1007,"CA-2014-140662","OFF-AP-10001242",3,0.00
1008,"CA-2014-140662","TEC-AC-10001314",2,0.00
1009,"CA-2014-140662","OFF-PA-10003395",7,0.00
1010,"CA-2014-140732","TEC-PH-10001425",9,0.20
1011,"CA-2014-140732","OFF-PA-10003625",4,0.00
1012,"CA-2014-140732","OFF-AP-10001626",2,0.00
1013,"CA-2014-140795","TEC-AC-10001432",6,0.00
1014,"CA-2014-140816","TEC-AC-10001539",7,0.20
1015,"CA-2014-140858","FUR-CH-10001394",5,0.30
1016,"CA-2014-140858","OFF-PA-10000304",8,0.20
1017,"CA-2014-140858","OFF-BI-10003094",3,0.70
1018,"CA-2014-140858","OFF-BI-10004230",3,0.70
1019,"CA-2014-140858","OFF-PA-10003395",4,0.20
1020,"CA-2014-140886","OFF-AP-10000696",6,0.20
1021,"CA-2014-141005","OFF-BI-10001989",3,0.00
1022,"CA-2014-141110","OFF-PA-10002586",3,0.00
1023,"CA-2014-141110","OFF-AP-10000692",2,0.00
1024,"CA-2014-141110","OFF-BI-10001553",1,0.20
1025,"CA-2014-141110","OFF-BI-10002012",3,0.20
1026,"CA-2014-141152","OFF-BI-10002931",1,0.20
1027,"CA-2014-141173","OFF-ST-10000885",5,0.00
1028,"CA-2014-141278","OFF-AR-10003056",5,0.00
1029,"CA-2014-141299","OFF-EN-10004459",2,0.00
1030,"CA-2014-141313","OFF-AP-10002651",6,0.00
1031,"CA-2014-141313","OFF-PA-10003302",4,0.00
1032,"CA-2014-141313","OFF-ST-10000689",5,0.00
1033,"CA-2014-141355","OFF-AR-10003179",2,0.20
1034,"CA-2014-141607","FUR-FU-10003975",1,0.00
1035,"CA-2014-141649","OFF-AP-10003217",6,0.20
1036,"CA-2014-141726","OFF-BI-10001982",2,0.20
1037,"CA-2014-141726","FUR-FU-10003577",3,0.00
1038,"CA-2014-141726","OFF-PA-10000418",1,0.00
1039,"CA-2014-141726","OFF-PA-10002230",4,0.00
1040,"CA-2014-141796","TEC-PH-10001578",3,0.00
1041,"CA-2014-141817","OFF-AR-10003478",3,0.20
1042,"CA-2014-141838","TEC-PH-10004100",2,0.20
1043,"CA-2014-141838","OFF-AR-10004272",2,0.00
1044,"CA-2014-141838","OFF-BI-10003291",4,0.20
1045,"CA-2014-141901","OFF-PA-10001667",1,0.00
1046,"CA-2014-142048","TEC-AC-10004114",6,0.20
1047,"CA-2014-142314","OFF-AP-10002350",11,0.00
1048,"CA-2014-142510","OFF-BI-10002824",6,0.80
1049,"CA-2014-142510","OFF-ST-10000585",1,0.20
1050,"CA-2014-142510","OFF-PA-10001289",4,0.20
1051,"CA-2014-142587","FUR-TA-10000617",3,0.40
1052,"CA-2014-142587","OFF-AP-10004708",4,0.20
1053,"CA-2014-142727","OFF-BI-10000136",3,0.00
1054,"CA-2014-142727","FUR-CH-10002304",2,0.00
1055,"CA-2014-142769","TEC-AC-10001606",2,0.00
1056,"CA-2014-142769","OFF-AP-10004785",2,0.00
1057,"CA-2014-142769","TEC-AC-10003399",4,0.00
1058,"CA-2014-142769","TEC-AC-10000865",2,0.00
1059,"CA-2014-142769","FUR-FU-10001918",3,0.00
1060,"CA-2014-142769","OFF-SU-10001574",2,0.00
1061,"CA-2014-142769","OFF-FA-10000840",5,0.00
1062,"CA-2014-142769","OFF-PA-10002923",1,0.00
1063,"CA-2014-142839","FUR-TA-10001539",6,0.40
1064,"CA-2014-142951","TEC-AC-10002331",3,0.20
1065,"CA-2014-142965","OFF-BI-10000977",3,0.70
1066,"CA-2014-142965","OFF-ST-10002583",1,0.20
1067,"CA-2014-142979","OFF-AR-10002987",2,0.00
1068,"CA-2014-143168","OFF-PA-10000167",2,0.00
1069,"CA-2014-143168","OFF-BI-10003784",1,0.20
1070,"CA-2014-143182","FUR-FU-10004270",1,0.20
1071,"CA-2014-143210","TEC-PH-10004434",2,0.00
1072,"CA-2014-143210","FUR-FU-10002268",2,0.00
1073,"CA-2014-143210","FUR-FU-10003878",3,0.00
1074,"CA-2014-143336","OFF-BI-10002215",4,0.20
1075,"CA-2014-143336","OFF-AR-10003056",2,0.00
1076,"CA-2014-143336","TEC-PH-10001949",3,0.20
1077,"CA-2014-143371","OFF-ST-10001128",9,0.00
1078,"CA-2014-143371","OFF-SU-10002537",5,0.00
1079,"CA-2014-143385","TEC-AC-10001635",9,0.00
1080,"CA-2014-143413","OFF-PA-10002319",3,0.00
1081,"CA-2014-143637","FUR-FU-10002813",2,0.00
1082,"CA-2014-143840","TEC-PH-10002660",2,0.00
1083,"CA-2014-143840","TEC-PH-10003171",1,0.00
1084,"CA-2014-143903","FUR-CH-10002024",2,0.30
1085,"CA-2014-143903","OFF-ST-10003306",3,0.20
1086,"CA-2014-143903","FUR-FU-10003724",5,0.60
1087,"CA-2014-143917","FUR-FU-10004351",8,0.00
1088,"CA-2014-143917","OFF-ST-10001228",4,0.00
1089,"CA-2014-143917","OFF-SU-10000151",5,0.00
1090,"CA-2014-144029","FUR-CH-10003981",2,0.30
1091,"CA-2014-144029","OFF-AR-10000716",3,0.20
1092,"CA-2014-144029","OFF-ST-10001837",3,0.20
1093,"CA-2014-144071","FUR-FU-10000758",3,0.00
1094,"CA-2014-144071","FUR-FU-10000397",2,0.00
1095,"CA-2014-144281","OFF-LA-10003930",5,0.00
1096,"CA-2014-144407","OFF-LA-10003923",7,0.00
1097,"CA-2014-144414","OFF-BI-10004995",3,0.20
1098,"CA-2014-144414","FUR-FU-10003981",3,0.00
1099,"CA-2014-144414","OFF-FA-10000624",5,0.00
1100,"CA-2014-144624","TEC-PH-10002885",7,0.00
1101,"CA-2014-144666","OFF-ST-10001321",6,0.00
1102,"CA-2014-144666","OFF-PA-10003465",5,0.00
1103,"CA-2014-144666","OFF-ST-10002743",3,0.00
1104,"CA-2014-144666","OFF-PA-10001509",7,0.00
1105,"CA-2014-144666","TEC-PH-10002680",4,0.20
1106,"CA-2014-144666","FUR-BO-10001601",2,0.15
1107,"CA-2014-144974","OFF-AP-10001492",6,0.20
1108,"CA-2014-144974","OFF-BI-10003274",5,0.70
1109,"CA-2014-144974","FUR-FU-10001095",1,0.20
1110,"CA-2014-145212","OFF-AR-10002833",3,0.00
1111,"CA-2014-145254","TEC-PH-10000441",6,0.20
1112,"CA-2014-145254","OFF-SU-10004664",5,0.00
1113,"CA-2014-145254","TEC-PH-10004531",3,0.20
1114,"CA-2014-145254","TEC-AC-10002167",3,0.00
1115,"CA-2014-145317","OFF-FA-10003112",3,0.20
1116,"CA-2014-145317","OFF-AR-10003183",3,0.20
1117,"CA-2014-145317","FUR-FU-10004270",2,0.20
1118,"CA-2014-145317","OFF-PA-10001804",4,0.20
1119,"CA-2014-145317","TEC-MA-10002412",6,0.50
1120,"CA-2014-145317","FUR-FU-10001986",3,0.20
1121,"CA-2014-145317","TEC-MA-10003626",4,0.50
1122,"CA-2014-145387","OFF-BI-10004001",2,0.00
1123,"CA-2014-145387","FUR-TA-10003238",1,0.30
1124,"CA-2014-145387","FUR-CH-10002320",5,0.00
1125,"CA-2014-145387","OFF-AR-10001683",5,0.00
1126,"CA-2014-145387","OFF-PA-10002195",2,0.00
1127,"CA-2014-145387","FUR-FU-10002364",2,0.00
1128,"CA-2014-145387","FUR-FU-10000023",3,0.00
1129,"CA-2014-145541","TEC-MA-10001127",4,0.00
1130,"CA-2014-145576","OFF-AP-10003914",5,0.20
1131,"CA-2014-145576","FUR-FU-10004020",3,0.20
1132,"CA-2014-145800","FUR-TA-10001539",3,0.50
1133,"CA-2014-145926","FUR-CH-10004289",5,0.00
1134,"CA-2014-146283","OFF-PA-10000482",6,0.20
1135,"CA-2014-146283","OFF-PA-10002259",2,0.20
1136,"CA-2014-146283","FUR-CH-10004287",5,0.30
1137,"CA-2014-146500","OFF-BI-10002432",5,0.00
1138,"CA-2014-146500","OFF-ST-10000563",3,0.00
1139,"CA-2014-146528","OFF-SU-10002522",4,0.00
1140,"CA-2014-146528","OFF-PA-10002195",1,0.00
1141,"CA-2014-146591","OFF-BI-10003676",10,0.70
1142,"CA-2014-146591","OFF-EN-10002504",5,0.20
1143,"CA-2014-146591","FUR-BO-10001972",5,0.70
1144,"CA-2014-146591","OFF-PA-10000659",4,0.20
1145,"CA-2014-146640","OFF-BI-10002867",7,0.20
1146,"CA-2014-146703","OFF-ST-10001713",4,0.00
1147,"CA-2014-146731","OFF-PA-10000141",2,0.20
1148,"CA-2014-146731","OFF-PA-10001019",9,0.20
1149,"CA-2014-146815","OFF-AR-10003469",2,0.00
1150,"CA-2014-146815","FUR-CH-10004289",2,0.10
1151,"CA-2014-146843","OFF-SU-10001664",7,0.20
1152,"CA-2014-146843","TEC-AC-10002550",4,0.20
1153,"CA-2014-146864","OFF-ST-10004946",4,0.00
1154,"CA-2014-146885","OFF-PA-10001622",3,0.00
1155,"CA-2014-146969","TEC-MA-10004241",2,0.20
1156,"CA-2014-146969","OFF-FA-10001561",4,0.00
1157,"CA-2014-146969","OFF-PA-10002105",1,0.00
1158,"CA-2014-146969","OFF-ST-10004340",1,0.00
1159,"CA-2014-146969","FUR-FU-10004188",2,0.00
1160,"CA-2014-146990","OFF-FA-10000611",4,0.00
1161,"CA-2014-146990","OFF-PA-10000246",3,0.00
1162,"CA-2014-146997","OFF-FA-10003467",3,0.00
1163,"CA-2014-147235","OFF-PA-10004948",5,0.00
1164,"CA-2014-147298","FUR-CH-10004886",3,0.20
1165,"CA-2014-147298","OFF-BI-10001525",6,0.20
1166,"CA-2014-147543","FUR-CH-10000155",2,0.20
1167,"CA-2014-147900","OFF-PA-10003063",9,0.20
1168,"CA-2014-147914","OFF-PA-10001685",2,0.20
1169,"CA-2014-148040","OFF-PA-10002581",3,0.20
1170,"CA-2014-148040","FUR-CH-10001482",3,0.20
1171,"CA-2014-148285","OFF-PA-10000349",3,0.20
1172,"CA-2014-148285","OFF-PA-10001166",2,0.20
1173,"CA-2014-148369","OFF-BI-10004876",4,0.00
1174,"CA-2014-148383","OFF-BI-10003650",6,0.70
1175,"CA-2014-148425","OFF-BI-10000201",9,0.70
1176,"CA-2014-148488","OFF-PA-10004470",2,0.00
1177,"CA-2014-148488","OFF-BI-10000315",7,0.20
1178,"CA-2014-148586","FUR-CH-10002439",7,0.10
1179,"CA-2014-148614","FUR-FU-10003194",2,0.00
1180,"CA-2014-148614","OFF-PA-10002893",2,0.00
1181,"CA-2014-148761","OFF-BI-10000666",3,0.00
1182,"CA-2014-148782","TEC-PH-10002923",3,0.20
1183,"CA-2014-148915","OFF-ST-10001128",5,0.20
1184,"CA-2014-148915","TEC-PH-10000673",3,0.20
1185,"CA-2014-148950","OFF-FA-10003059",2,0.20
1186,"CA-2014-148950","OFF-BI-10001249",4,0.80
1187,"CA-2014-148950","TEC-AC-10002718",3,0.20
1188,"CA-2014-149020","FUR-FU-10000965",1,0.00
1189,"CA-2014-149020","OFF-LA-10004272",1,0.00
1190,"CA-2014-149055","OFF-EN-10003040",3,0.20
1191,"CA-2014-149104","OFF-AR-10004685",3,0.00
1192,"CA-2014-149104","OFF-AR-10002952",2,0.00
1193,"CA-2014-149104","OFF-BI-10004209",5,0.00
1194,"CA-2014-149104","OFF-ST-10000991",6,0.00
1195,"CA-2014-149244","FUR-FU-10004671",2,0.00
1196,"CA-2014-149524","FUR-BO-10003433",4,0.50
1197,"CA-2014-149538","OFF-PA-10002195",2,0.00
1198,"CA-2014-149538","OFF-ST-10004180",5,0.00
1199,"CA-2014-149538","OFF-PA-10003797",3,0.00
1200,"CA-2014-149538","TEC-AC-10002926",2,0.00
1201,"CA-2014-149594","FUR-FU-10000222",4,0.20
1202,"CA-2014-149643","TEC-PH-10000038",2,0.00
1203,"CA-2014-149958","OFF-BI-10001543",4,0.70
1204,"CA-2014-149958","OFF-ST-10001490",1,0.20
1205,"CA-2014-149958","FUR-FU-10001756",3,0.20
1206,"CA-2014-149958","OFF-BI-10000773",3,0.70
1207,"CA-2014-149958","OFF-PA-10002120",3,0.20
1208,"CA-2014-150203","OFF-AP-10001469",6,0.00
1209,"CA-2014-150245","FUR-BO-10002613",7,0.20
1210,"CA-2014-150301","FUR-CH-10002647",1,0.10
1211,"CA-2014-150329","FUR-FU-10003724",7,0.20
1212,"CA-2014-150490","TEC-AC-10004510",1,0.00
1213,"CA-2014-150490","OFF-ST-10000321",2,0.00
1214,"CA-2014-150490","OFF-AR-10004602",2,0.00
1215,"CA-2014-150518","TEC-PH-10002103",3,0.00
1216,"CA-2014-150518","OFF-ST-10000877",4,0.00
1217,"CA-2014-150581","FUR-TA-10003748",1,0.20
1218,"CA-2014-150581","TEC-AC-10001908",4,0.00
1219,"CA-2014-150798","FUR-FU-10000221",2,0.20
1220,"CA-2014-150798","FUR-CH-10000015",6,0.30
1221,"CA-2014-150798","TEC-CO-10001571",2,0.40
1222,"CA-2014-150798","OFF-PA-10001972",7,0.20
1223,"CA-2014-151001","OFF-ST-10003455",4,0.20
1224,"CA-2014-151001","OFF-ST-10001031",4,0.20
1225,"CA-2014-151078","OFF-ST-10001328",4,0.20
1226,"CA-2014-151162","OFF-BI-10003719",4,0.70
1227,"CA-2014-151162","TEC-PH-10001870",1,0.40
1228,"CA-2014-151162","OFF-PA-10003036",3,0.20
1229,"CA-2014-151162","TEC-PH-10001809",2,0.40
1230,"CA-2014-151162","OFF-PA-10001033",3,0.20
1231,"CA-2014-151295","OFF-PA-10001947",2,0.00
1232,"CA-2014-151295","FUR-TA-10002356",3,0.20
1233,"CA-2014-151330","OFF-ST-10000615",7,0.00
1234,"CA-2014-151330","TEC-AC-10000865",3,0.00
1235,"CA-2014-151330","FUR-CH-10000749",9,0.00
1236,"CA-2014-151379","OFF-PA-10000595",5,0.00
1237,"CA-2014-151554","OFF-PA-10004609",4,0.20
1238,"CA-2014-151708","FUR-FU-10001602",4,0.20
1239,"CA-2014-151708","TEC-AC-10001767",3,0.20
1240,"CA-2014-151792","TEC-AC-10001606",3,0.20
1241,"CA-2014-151897","OFF-LA-10001074",10,0.20
1242,"CA-2014-151946","FUR-FU-10002191",2,0.00
1243,"CA-2014-151946","FUR-BO-10003272",2,0.20
1244,"CA-2014-151946","OFF-AP-10001626",4,0.00
1245,"CA-2014-151946","FUR-FU-10002878",2,0.00
1246,"CA-2014-151953","OFF-AR-10003469",2,0.20
1247,"CA-2014-151967","FUR-FU-10000193",4,0.00
1248,"CA-2014-151995","OFF-AR-10003190",4,0.00
1249,"CA-2014-151995","OFF-AP-10000240",4,0.00
1250,"CA-2014-151995","FUR-TA-10002903",5,0.00
1251,"CA-2014-151995","TEC-AC-10001101",2,0.00
1252,"CA-2014-152100","FUR-CH-10000015",8,0.30
1253,"CA-2014-152233","TEC-AC-10002800",2,0.00
1254,"CA-2014-152254","OFF-PA-10001144",7,0.20
1255,"CA-2014-152268","OFF-BI-10001359",2,0.00
1256,"CA-2014-152296","OFF-BI-10004506",3,0.20
1257,"CA-2014-152345","OFF-ST-10003123",1,0.00
1258,"CA-2014-152345","TEC-PH-10004897",3,0.20
1259,"CA-2014-152422","OFF-AP-10002892",5,0.20
1260,"CA-2014-152443","OFF-PA-10003022",3,0.00
1261,"CA-2014-152443","OFF-BI-10001071",7,0.00
1262,"CA-2014-152443","OFF-AP-10001293",6,0.00
1263,"CA-2014-152562","OFF-AR-10001919",3,0.00
1264,"CA-2014-152562","OFF-ST-10000464",2,0.00
1265,"CA-2014-152618","OFF-PA-10001215",2,0.20
1266,"CA-2014-152618","TEC-MA-10003626",2,0.30
1267,"CA-2014-152849","OFF-AR-10002833",3,0.20
1268,"CA-2014-152905","OFF-ST-10000321",2,0.20
1269,"CA-2014-153087","OFF-PA-10001243",4,0.00
1270,"CA-2014-153087","TEC-AC-10003198",5,0.00
1271,"CA-2014-153150","OFF-BI-10003355",5,0.20
1272,"CA-2014-153479","OFF-LA-10004689",5,0.00
1273,"CA-2014-153479","OFF-BI-10002867",2,0.20
1274,"CA-2014-153619","OFF-AR-10001868",4,0.00
1275,"CA-2014-153808","OFF-AR-10001725",3,0.00
1276,"CA-2014-153808","TEC-AC-10004171",3,0.00
1277,"CA-2014-153808","OFF-BI-10002794",2,0.20
1278,"CA-2014-153850","TEC-PH-10002584",4,0.40
1279,"CA-2014-153850","FUR-FU-10002960",7,0.20
1280,"CA-2014-153913","OFF-FA-10000490",2,0.20
1281,"CA-2014-153913","FUR-CH-10000988",9,0.20
1282,"CA-2014-153927","TEC-AC-10000023",13,0.00
1283,"CA-2014-153927","OFF-BI-10000138",3,0.00
1284,"CA-2014-153969","TEC-PH-10001299",2,0.20
1285,"CA-2014-153969","OFF-PA-10002246",3,0.00
1286,"CA-2014-153969","OFF-EN-10001539",2,0.00
1287,"CA-2014-153969","OFF-EN-10004483",5,0.00
1288,"CA-2014-153969","OFF-AR-10001615",3,0.00
1289,"CA-2014-153969","OFF-PA-10000327",9,0.00
1290,"CA-2014-153976","FUR-CH-10002880",3,0.30
1291,"CA-2014-153983","TEC-PH-10004586",2,0.20
1292,"CA-2014-153983","OFF-FA-10003495",5,0.00
1293,"CA-2014-154095","OFF-LA-10000634",6,0.00
1294,"CA-2014-154095","FUR-CH-10004754",8,0.00
1295,"CA-2014-154095","OFF-PA-10002923",3,0.00
1296,"CA-2014-154095","FUR-FU-10003849",3,0.00
1297,"CA-2014-154158","FUR-CH-10004698",1,0.20
1298,"CA-2014-154158","OFF-AR-10001868",1,0.20
1299,"CA-2014-154158","OFF-ST-10004950",5,0.20
1300,"CA-2014-154158","OFF-ST-10000078",2,0.20
1301,"CA-2014-154158","OFF-PA-10001295",3,0.20
1302,"CA-2014-154165","OFF-AR-10003631",14,0.20
1303,"CA-2014-154186","OFF-SU-10001574",1,0.20
1304,"CA-2014-154592","OFF-PA-10000062",3,0.00
1305,"CA-2014-154599","OFF-BI-10002764",7,0.20
1306,"CA-2014-154599","TEC-PH-10000576",4,0.20
1307,"CA-2014-154599","TEC-PH-10001557",14,0.20
1308,"CA-2014-154599","FUR-BO-10001337",3,0.15
1309,"CA-2014-154627","TEC-PH-10001363",6,0.20
1310,"CA-2014-154641","OFF-ST-10004459",1,0.00
1311,"CA-2014-154669","OFF-ST-10000532",11,0.00
1312,"CA-2014-154781","TEC-AC-10000474",1,0.00
1313,"CA-2014-154781","OFF-PA-10001609",2,0.00
1314,"CA-2014-154837","OFF-BI-10001575",2,0.20
1315,"CA-2014-154893","FUR-CH-10004287",6,0.20
1316,"CA-2014-154893","FUR-CH-10000595",3,0.20
1317,"CA-2014-154963","FUR-CH-10000454",5,0.30
1318,"CA-2014-154963","FUR-CH-10004698",3,0.30
1319,"CA-2014-154963","TEC-PH-10004093",3,0.40
1320,"CA-2014-155208","OFF-AR-10003478",6,0.20
1321,"CA-2014-155264","OFF-BI-10003727",6,0.20
1322,"CA-2014-155264","OFF-PA-10003228",3,0.00
1323,"CA-2014-155264","OFF-LA-10002787",5,0.00
1324,"CA-2014-155264","TEC-PH-10001305",3,0.20
1325,"CA-2014-155264","OFF-BI-10003196",1,0.20
1326,"CA-2014-155271","FUR-FU-10001473",2,0.00
1327,"CA-2014-155390","OFF-PA-10003641",2,0.20
1328,"CA-2014-155593","OFF-SU-10002522",3,0.00
1329,"CA-2014-155796","FUR-FU-10000409",2,0.20
1330,"CA-2014-155796","FUR-BO-10002545",4,0.50
1331,"CA-2014-155852","OFF-AR-10003560",4,0.20
1332,"CA-2014-155887","FUR-TA-10002228",3,0.30
1333,"CA-2014-156006","TEC-AC-10002550",3,0.00
1334,"CA-2014-156160","OFF-AR-10003876",4,0.00
1335,"CA-2014-156160","OFF-BI-10003355",1,0.20
1336,"CA-2014-156160","FUR-FU-10001876",3,0.00
1337,"CA-2014-156160","FUR-CH-10004983",4,0.10
1338,"CA-2014-156244","OFF-PA-10000295",6,0.20
1339,"CA-2014-156244","OFF-AR-10004344",5,0.20
1340,"CA-2014-156244","OFF-AP-10002403",6,0.20
1341,"CA-2014-156244","TEC-AC-10002473",7,0.20
1342,"CA-2014-156244","OFF-LA-10000443",1,0.20
1343,"CA-2014-156244","OFF-SU-10000432",2,0.20
1344,"CA-2014-156314","FUR-FU-10003096",5,0.20
1345,"CA-2014-156342","OFF-PA-10001725",2,0.20
1346,"CA-2014-156349","TEC-PH-10000441",2,0.20
1347,"CA-2014-156349","TEC-PH-10002726",2,0.20
1348,"CA-2014-156349","FUR-BO-10000362",2,0.15
1349,"CA-2014-156433","OFF-PA-10003724",4,0.00
1350,"CA-2014-156433","OFF-LA-10001569",2,0.00
1351,"CA-2014-156545","OFF-AR-10003560",4,0.20
1352,"CA-2014-156587","OFF-ST-10002344",3,0.00
1353,"CA-2014-156587","OFF-AR-10001427",3,0.00
1354,"CA-2014-156587","FUR-CH-10004477",1,0.20
1355,"CA-2014-156594","OFF-AR-10001725",2,0.00
1356,"CA-2014-156594","OFF-BI-10003007",5,0.20
1357,"CA-2014-156594","OFF-AR-10004269",1,0.00
1358,"CA-2014-156594","OFF-BI-10004632",2,0.20
1359,"CA-2014-156601","OFF-FA-10000624",2,0.00
1360,"CA-2014-156790","FUR-BO-10000468",4,0.20
1361,"CA-2014-156993","OFF-FA-10003495",1,0.00
1362,"CA-2014-157147","OFF-AR-10003514",5,0.00
1363,"CA-2014-157147","OFF-ST-10000078",5,0.00
1364,"CA-2014-157147","FUR-BO-10003034",3,0.15
1365,"CA-2014-157546","OFF-PA-10004569",3,0.00
1366,"CA-2014-157546","OFF-BI-10002498",6,0.20
1367,"CA-2014-157609","TEC-PH-10002415",2,0.20
1368,"CA-2014-157623","OFF-PA-10001204",2,0.00
1369,"CA-2014-157623","OFF-AR-10003723",1,0.00
1370,"CA-2014-157644","TEC-AC-10003614",3,0.00
1371,"CA-2014-157644","OFF-LA-10003148",3,0.00
1372,"CA-2014-157721","FUR-FU-10002116",1,0.00
1373,"CA-2014-157721","OFF-AP-10001303",1,0.00
1374,"CA-2014-157784","OFF-LA-10001934",2,0.00
1375,"CA-2014-157784","OFF-PA-10000304",3,0.00
1376,"CA-2014-157784","TEC-AC-10003911",3,0.00
1377,"CA-2014-157882","FUR-TA-10001866",1,0.20
1378,"CA-2014-157882","FUR-CH-10002774",3,0.20
1379,"CA-2014-157924","OFF-ST-10002352",4,0.00
1380,"CA-2014-157924","FUR-CH-10000229",2,0.20
1381,"CA-2014-158029","FUR-CH-10000988",2,0.20
1382,"CA-2014-158064","OFF-BI-10002976",5,0.20
1383,"CA-2014-158225","OFF-ST-10002301",2,0.00
1384,"CA-2014-158225","OFF-ST-10000675",5,0.00
1385,"CA-2014-158274","TEC-AC-10002345",2,0.00
1386,"CA-2014-158274","TEC-PH-10003273",4,0.00
1387,"CA-2014-158274","TEC-PH-10004896",5,0.00
1388,"CA-2014-158281","TEC-MA-10002210",3,0.40
1389,"CA-2014-158337","OFF-PA-10002137",14,0.00
1390,"CA-2014-158372","OFF-LA-10000407",8,0.00
1391,"CA-2014-158372","TEC-PH-10002103",8,0.20
1392,"CA-2014-158372","TEC-AC-10004209",1,0.00
1393,"CA-2014-158372","OFF-PA-10002137",8,0.00
1394,"CA-2014-158372","FUR-FU-10001867",5,0.00
1395,"CA-2014-158372","FUR-FU-10000397",2,0.00
1396,"CA-2014-158442","OFF-AR-10003732",2,0.20
1397,"CA-2014-158442","OFF-PA-10002365",3,0.20
1398,"CA-2014-158442","OFF-PA-10002195",1,0.20
1399,"CA-2014-158470","OFF-BI-10003638",3,0.00
1400,"CA-2014-158470","OFF-PA-10001569",11,0.00
1401,"CA-2014-158540","FUR-FU-10001602",4,0.00
1402,"CA-2014-158771","OFF-ST-10000107",3,0.00
1403,"CA-2014-158771","OFF-LA-10001641",3,0.00
1404,"CA-2014-158771","OFF-PA-10002689",7,0.00
1405,"CA-2014-158771","OFF-LA-10003121",5,0.00
1406,"CA-2014-159121","TEC-AC-10002006",7,0.00
1407,"CA-2014-159184","OFF-BI-10001890",2,0.00
1408,"CA-2014-159184","FUR-FU-10002878",5,0.00
1409,"CA-2014-159310","OFF-BI-10000201",3,0.80
1410,"CA-2014-159310","FUR-CH-10002758",4,0.30
1411,"CA-2014-159310","OFF-SU-10004115",7,0.20
1412,"CA-2014-159338","FUR-TA-10004147",5,0.20
1413,"CA-2014-159478","FUR-FU-10000221",3,0.00
1414,"CA-2014-159520","OFF-SU-10001664",2,0.00
1415,"CA-2014-159520","OFF-BI-10003982",9,0.20
1416,"CA-2014-159520","FUR-TA-10003238",3,0.40
1417,"CA-2014-159625","OFF-EN-10002621",3,0.20
1418,"CA-2014-159681","OFF-PA-10003641",4,0.00
1419,"CA-2014-159709","OFF-EN-10001434",3,0.00
1420,"CA-2014-159709","TEC-PH-10003988",5,0.20
1421,"CA-2014-159800","OFF-AP-10004859",3,0.00
1422,"CA-2014-159800","TEC-AC-10003447",7,0.00
1423,"CA-2014-159814","FUR-FU-10001731",2,0.20
1424,"CA-2014-159835","OFF-PA-10002137",2,0.20
1425,"CA-2014-159835","FUR-CH-10004997",5,0.30
1426,"CA-2014-159849","OFF-FA-10000053",3,0.00
1427,"CA-2014-160066","OFF-LA-10001045",2,0.00
1428,"CA-2014-160094","OFF-AR-10004010",5,0.00
1429,"CA-2014-160094","OFF-ST-10000585",5,0.00
1430,"CA-2014-160157","FUR-FU-10003773",3,0.20
1431,"CA-2014-160262","FUR-FU-10002685",2,0.00
1432,"CA-2014-160262","OFF-AR-10002335",7,0.00
1433,"CA-2014-160262","OFF-PA-10003641",3,0.00
1434,"CA-2014-160276","FUR-FU-10003192",2,0.00
1435,"CA-2014-160738","OFF-ST-10003442",2,0.20
1436,"CA-2014-160766","OFF-EN-10001099",7,0.00
1437,"CA-2014-160766","FUR-TA-10001039",9,0.40
1438,"CA-2014-160766","OFF-PA-10000213",9,0.00
1439,"CA-2014-160766","TEC-PH-10000526",3,0.00
1440,"CA-2014-160766","TEC-PH-10001536",1,0.00
1441,"CA-2014-160766","OFF-AP-10002945",2,0.00
1442,"CA-2014-160766","TEC-MA-10003979",4,0.00
1443,"CA-2014-160773","OFF-BI-10000546",6,0.70
1444,"CA-2014-160773","TEC-PH-10004586",2,0.20
