"product_id","category","subcategory","product_nm","price"
"FUR-FU-10003919","Furniture","Furnishings","Eldon Executive Woodline II Cherry Finish Desk Accessories",16.36
"FUR-FU-10003930","Furniture","Furnishings","Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock",31.48
"FUR-FU-10003975","Furniture","Furnishings","Eldon Advantage Chair Mats for Low to Medium Pile Carpets",43.31
"FUR-FU-10003976","Furniture","Furnishings","DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",10.06
"FUR-FU-10003981","Furniture","Furnishings","Eldon Wave Desk Accessories",1.66
"FUR-FU-10004006","Furniture","Furnishings","Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",34.12
"FUR-FU-10004017","Furniture","Furnishings","Executive Impressions 13"" Chairman Wall Clock",20.30
"FUR-FU-10004018","Furniture","Furnishings","Tensor Computer Mounted Lamp",14.89
"FUR-FU-10004020","Furniture","Furnishings","Advantus Panel Wall Acrylic Frame",2.19
"FUR-FU-10004053","Furniture","Furnishings","DAX Two-Tone Silver Metal Document Frame",8.10
"FUR-FU-10004071","Furniture","Furnishings","Luxo Professional Magnifying Clamp-On Fluorescent Lamps",83.21
"FUR-FU-10004090","Furniture","Furnishings","Executive Impressions 14"" Contract Wall Clock",17.78
"FUR-FU-10004091","Furniture","Furnishings","Eldon 200 Class Desk Accessories, Black",6.28
"FUR-FU-10004093","Furniture","Furnishings","Hand-Finished Solid Wood Document Frame",27.38
"FUR-FU-10004164","Furniture","Furnishings","Eldon 300 Class Desk Accessories, Black",4.95
"FUR-FU-10004188","Furniture","Furnishings","Luxo Professional Combination Clamp-On Lamps",102.30
"FUR-FU-10004245","Furniture","Furnishings","Career Cubicle Clock, 8 1/4"", Black",16.22
"FUR-FU-10004270","Furniture","Furnishings","Eldon Image Series Desk Accessories, Burgundy",1.67
"FUR-FU-10004306","Furniture","Furnishings","Electrix Halogen Magnifier Lamp",77.72
"FUR-FU-10004351","Furniture","Furnishings","Staple-based wall hangings",3.90
"FUR-FU-10004415","Furniture","Furnishings","Stacking Tray, Side-Loading, Legal, Smoke",1.79
"FUR-FU-10004460","Furniture","Furnishings","Howard Miller 12"" Round Wall Clock",31.43
"FUR-FU-10004586","Furniture","Furnishings","G.E. Longer-Life Indoor Recessed Floodlight Bulbs",2.66
"FUR-FU-10004587","Furniture","Furnishings","GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",8.38
"FUR-FU-10004597","Furniture","Furnishings","Eldon Cleatmat Chair Mats for Medium Pile Carpets",22.20
"FUR-FU-10004622","Furniture","Furnishings","Eldon Advantage Foldable Chair Mats for Low Pile Carpets",21.68
"FUR-FU-10004665","Furniture","Furnishings","3M Polarizing Task Lamp with Clamp Arm, Light Gray",136.98
"FUR-FU-10004666","Furniture","Furnishings","DAX Clear Channel Poster Frame",5.83
"FUR-FU-10004671","Furniture","Furnishings","Executive Impressions 12"" Wall Clock",7.07
"FUR-FU-10004712","Furniture","Furnishings","Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",14.14
"FUR-FU-10004748","Furniture","Furnishings","Howard Miller 16"" Diameter Gallery Wall Clock",25.58
"FUR-FU-10004845","Furniture","Furnishings","Deflect-o EconoMat Nonstudded, No Bevel Mat",41.32
"FUR-FU-10004848","Furniture","Furnishings","DAX Solid Wood Frames",7.82
"FUR-FU-10004864","Furniture","Furnishings","Eldon 500 Class Desk Accessories",9.66
"FUR-FU-10004904","Furniture","Furnishings","Eldon ""L"" Workstation Diamond Chairmat",30.39
"FUR-FU-10004909","Furniture","Furnishings","Contemporary Wood/Metal Frame",6.46
"FUR-FU-10004952","Furniture","Furnishings","C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",21.90
"FUR-FU-10004960","Furniture","Furnishings","Seth Thomas 12"" Clock w/ Goldtone Case",22.98
"FUR-FU-10004963","Furniture","Furnishings","Eldon 400 Class Desk Accessories, Black Carbon",3.50
"FUR-FU-10004973","Furniture","Furnishings","Flat Face Poster Frame",7.54
"FUR-TA-10000198","Furniture","Tables","Chromcraft Bull-Nose Wood Oval Conference Tables & Bases",330.59
"FUR-TA-10000577","Furniture","Tables","Bretford CR4500 Series Slim Rectangular Table",191.52
"FUR-TA-10000617","Furniture","Tables","Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",125.15
"FUR-TA-10000688","Furniture","Tables","Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",108.93
"FUR-TA-10000849","Furniture","Tables","Bevis Rectangular Conference Tables",72.99
"FUR-TA-10001039","Furniture","Tables","KI Adjustable-Height Table",42.99
"FUR-TA-10001086","Furniture","Tables","SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",76.00
"FUR-TA-10001095","Furniture","Tables","Chromcraft Round Conference Tables",95.86
"FUR-TA-10001307","Furniture","Tables","SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",209.67
"FUR-TA-10001520","Furniture","Tables","Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",49.96
"FUR-TA-10001539","Furniture","Tables","Chromcraft Rectangular Conference Tables",118.49
"FUR-TA-10001676","Furniture","Tables","Hon 61000 Series Interactive Training Tables",22.22
"FUR-TA-10001691","Furniture","Tables","Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",68.23
"FUR-TA-10001705","Furniture","Tables","Bush Advantage Collection Round Conference Table",116.93
"FUR-TA-10001768","Furniture","Tables","Hon Racetrack Conference Tables",157.51
"FUR-TA-10001771","Furniture","Tables","Bush Cubix Conference Tables, Fully Assembled",138.59
"FUR-TA-10001857","Furniture","Tables","Balt Solid Wood Rectangular Table",58.02
"FUR-TA-10001866","Furniture","Tables","Bevis Round Conference Room Tables and Bases",125.50
"FUR-TA-10001889","Furniture","Tables","Bush Advantage Collection Racetrack Conference Table",212.11
"FUR-TA-10001932","Furniture","Tables","Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",160.32
"FUR-TA-10001950","Furniture","Tables","Balt Solid Wood Round Tables",267.89
"FUR-TA-10002041","Furniture","Tables","Bevis Round Conference Table Top, X-Base",89.65
"FUR-TA-10002228","Furniture","Tables","Bevis Traditional Conference Table Top, Plinth Base",200.02
"FUR-TA-10002356","Furniture","Tables","Bevis Boat-Shaped Conference Table",131.06
"FUR-TA-10002530","Furniture","Tables","Iceberg OfficeWorks 42"" Round Tables",75.49
"FUR-TA-10002533","Furniture","Tables","BPI Conference Tables",73.03
"FUR-TA-10002607","Furniture","Tables","KI Conference Tables",35.45
"FUR-TA-10002622","Furniture","Tables","Bush Andora Conference Table, Maple/Graphite Gray Finish",102.59
"FUR-TA-10002645","Furniture","Tables","Hon Rectangular Conference Tables",113.78
"FUR-TA-10002774","Furniture","Tables","Laminate Occasional Tables",107.89
"FUR-TA-10002855","Furniture","Tables","Bevis Round Conference Table Top & Single Column Base",102.44
"FUR-TA-10002903","Furniture","Tables","Bevis Round Bullnose 29"" High Table Top",155.83
"FUR-TA-10002958","Furniture","Tables","Bevis Oval Conference Table, Walnut",130.49
"FUR-TA-10003008","Furniture","Tables","Lesro Round Back Collection Coffee Table, End Table",91.28
"FUR-TA-10003238","Furniture","Tables","Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",275.49
"FUR-TA-10003392","Furniture","Tables","Global Adaptabilities Conference Tables",168.59
"FUR-TA-10003469","Furniture","Tables","Balt Split Level Computer Training Table",69.38
"FUR-TA-10003473","Furniture","Tables","Bretford Rectangular Conference Table Tops",188.07
"FUR-TA-10003569","Furniture","Tables","Bretford CR8500 Series Meeting Room Furniture",200.49
"FUR-TA-10003715","Furniture","Tables","Hon 2111 Invitation Series Corner Table",125.62
"FUR-TA-10003748","Furniture","Tables","Bevis 36 x 72 Conference Tables",74.69
"FUR-TA-10003837","Furniture","Tables","Anderson Hickey Conga Table Tops & Accessories",9.14
"FUR-TA-10003954","Furniture","Tables","Hon 94000 Series Round Tables",177.71
"FUR-TA-10004086","Furniture","Tables","KI Adjustable-Height Table",42.99
"FUR-TA-10004147","Furniture","Tables","Hon 4060 Series Tables",67.18
"FUR-TA-10004152","Furniture","Tables","Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",60.48
"FUR-TA-10004154","Furniture","Tables","Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",172.11
"FUR-TA-10004175","Furniture","Tables","Hon 30"" x 60"" Table with Locking Drawer",204.64
"FUR-TA-10004256","Furniture","Tables","Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables",208.70
"FUR-TA-10004289","Furniture","Tables","BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables",109.38
"FUR-TA-10004442","Furniture","Tables","Riverside Furniture Stanwyck Manor Table Series",172.11
"FUR-TA-10004534","Furniture","Tables","Bevis 44 x 96 Conference Tables",102.95
"FUR-TA-10004575","Furniture","Tables","Hon 5100 Series Wood Tables",145.49
"FUR-TA-10004607","Furniture","Tables","Hon 2111 Invitation Series Straight Table",73.92
"FUR-TA-10004619","Furniture","Tables","Hon Non-Folding Utility Tables",111.52
"FUR-TA-10004767","Furniture","Tables","Safco Drafting Table",49.69
"FUR-TA-10004915","Furniture","Tables","Office Impressions End Table, 20-1/2""H x 24""W x 20""D",212.63
"OFF-AP-10000026","Office Supplies","Appliances","Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection",12.19
"OFF-AP-10000027","Office Supplies","Appliances","Hoover Commercial SteamVac",2.72
"OFF-AP-10000055","Office Supplies","Appliances","Belkin F9S820V06 8 Outlet Surge",6.50
"OFF-AP-10000124","Office Supplies","Appliances","Acco 6 Outlet Guardian Basic Surge Suppressor",1.66
"OFF-AP-10000159","Office Supplies","Appliances","Belkin F9M820V08 8 Outlet Surge",34.38
"OFF-AP-10000179","Office Supplies","Appliances","Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room",98.70
"OFF-AP-10000240","Office Supplies","Appliances","Belkin F9G930V10-GRY 9 Outlet Surge",10.70
"OFF-AP-10000252","Office Supplies","Appliances","Harmony HEPA Quiet Air Purifiers",9.36
"OFF-AP-10000275","Office Supplies","Appliances","Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",328.14
"OFF-AP-10000326","Office Supplies","Appliances","Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection",31.58
"OFF-AP-10000358","Office Supplies","Appliances","Fellowes Basic Home/Office Series Surge Protectors",2.60
"OFF-AP-10000390","Office Supplies","Appliances","Euro Pro Shark Stick Mini Vacuum",12.20
"OFF-AP-10000576","Office Supplies","Appliances","Belkin 7 Outlet SurgeMaster II",39.48
"OFF-AP-10000595","Office Supplies","Appliances","Disposable Triple-Filter Dust Bags",4.37
"OFF-AP-10000692","Office Supplies","Appliances","Fellowes Mighty 8 Compact Surge Protector",16.22
"OFF-AP-10000696","Office Supplies","Appliances","Holmes Odor Grabber",2.88
"OFF-AP-10000804","Office Supplies","Appliances","Hoover Portapower Portable Vacuum",0.90
"OFF-AP-10000828","Office Supplies","Appliances","Avanti 4.4 Cu. Ft. Refrigerator",36.20
"OFF-AP-10000891","Office Supplies","Appliances","Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center",26.22
"OFF-AP-10000938","Office Supplies","Appliances","Avanti 1.7 Cu. Ft. Refrigerator",80.78
"OFF-AP-10001005","Office Supplies","Appliances","Honeywell Quietcare HEPA Air Cleaner",62.92
"OFF-AP-10001058","Office Supplies","Appliances","Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators",223.85
"OFF-AP-10001124","Office Supplies","Appliances","Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection",80.98
"OFF-AP-10001154","Office Supplies","Appliances","Bionaire Personal Warm Mist Humidifier/Vaporizer",46.89
"OFF-AP-10001205","Office Supplies","Appliances","Belkin 5 Outlet SurgeMaster Power Centers",10.90
"OFF-AP-10001242","Office Supplies","Appliances","APC 7 Outlet Network SurgeArrest Surge Protector",16.10
"OFF-AP-10001271","Office Supplies","Appliances","Eureka The Boss Cordless Rechargeable Stick Vac",40.78
"OFF-AP-10001293","Office Supplies","Appliances","Belkin 8 Outlet Surge Protector",8.20
"OFF-AP-10001303","Office Supplies","Appliances","Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",3.98
"OFF-AP-10001366","Office Supplies","Appliances","Staple holder",10.98
"OFF-AP-10001391","Office Supplies","Appliances","Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center",90.24
"OFF-AP-10001394","Office Supplies","Appliances","Harmony Air Purifier",37.80
"OFF-AP-10001469","Office Supplies","Appliances","Fellowes 8 Outlet Superior Workstation Surge Protector",33.37
"OFF-AP-10001492","Office Supplies","Appliances","Acco Six-Outlet Power Strip, 4' Cord Length",6.90
"OFF-AP-10001563","Office Supplies","Appliances","Belkin Premiere Surge Master II 8-outlet surge protector",9.72
"OFF-AP-10001564","Office Supplies","Appliances","Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup",46.52
"OFF-AP-10001626","Office Supplies","Appliances","Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",0.78
"OFF-AP-10001634","Office Supplies","Appliances","Hoover Commercial Lightweight Upright Vacuum",0.70
"OFF-AP-10001947","Office Supplies","Appliances","Acco 6 Outlet Guardian Premium Plus Surge Suppressor",3.66
"OFF-AP-10001962","Office Supplies","Appliances","Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210",6.71
"OFF-AP-10002082","Office Supplies","Appliances","Holmes HEPA Air Purifier",4.36
"OFF-AP-10002118","Office Supplies","Appliances","1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",166.53
"OFF-AP-10002191","Office Supplies","Appliances","Belkin 8 Outlet SurgeMaster II Gold Surge Protector",12.00
"OFF-AP-10002203","Office Supplies","Appliances","Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac",0.81
"OFF-AP-10002222","Office Supplies","Appliances","Staple holder",6.94
"OFF-AP-10002287","Office Supplies","Appliances","Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",3.50
"OFF-AP-10002311","Office Supplies","Appliances","Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",13.76
"OFF-AP-10002350","Office Supplies","Appliances","Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector",15.07
"OFF-AP-10002403","Office Supplies","Appliances","Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors",8.80
"OFF-AP-10002439","Office Supplies","Appliances","Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge",14.19
"OFF-AP-10002457","Office Supplies","Appliances","Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",20.93
"OFF-AP-10002472","Office Supplies","Appliances","3M Office Air Cleaner",25.98
"OFF-AP-10002495","Office Supplies","Appliances","Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",49.64
"OFF-AP-10002518","Office Supplies","Appliances","Kensington 7 Outlet MasterPiece Power Center",35.60
"OFF-AP-10002534","Office Supplies","Appliances","3.6 Cubic Foot Counter Height Office Refrigerator",58.92
"OFF-AP-10002578","Office Supplies","Appliances","Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",9.78
"OFF-AP-10002651","Office Supplies","Appliances","Hoover Upright Vacuum With Dirt Cup",57.91
"OFF-AP-10002670","Office Supplies","Appliances","Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors",69.48
"OFF-AP-10002684","Office Supplies","Appliances","Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",24.32
"OFF-AP-10002734","Office Supplies","Appliances","Holmes Harmony HEPA Air Purifier for 17 x 20 Room",225.04
"OFF-AP-10002765","Office Supplies","Appliances","Fellowes Advanced Computer Series Surge Protectors",21.19
"OFF-AP-10002867","Office Supplies","Appliances","Fellowes Command Center 5-outlet power strip",13.57
"OFF-AP-10002892","Office Supplies","Appliances","Belkin F5C206VTEL 6 Outlet Surge",18.38
"OFF-AP-10002906","Office Supplies","Appliances","Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum",0.44
"OFF-AP-10002945","Office Supplies","Appliances","Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room",240.52
"OFF-AP-10002998","Office Supplies","Appliances","Holmes 99% HEPA Air Purifier",17.33
"OFF-AP-10003040","Office Supplies","Appliances","Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection",6.72
"OFF-AP-10003057","Office Supplies","Appliances","Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room",275.37
"OFF-AP-10003099","Office Supplies","Appliances","Eureka Hand Vacuum, Bagless",49.43
"OFF-AP-10003217","Office Supplies","Appliances","Eureka Sanitaire  Commercial Upright",33.14
"OFF-AP-10003266","Office Supplies","Appliances","Holmes Replacement Filter for HEPA Air Cleaner, Large Room",11.85
"OFF-AP-10003278","Office Supplies","Appliances","Belkin 7-Outlet SurgeMaster Home Series",2.79
"OFF-AP-10003281","Office Supplies","Appliances","Acco 6 Outlet Guardian Standard Surge Suppressor",2.42
"OFF-AP-10003287","Office Supplies","Appliances","Tripp Lite TLP810NET Broadband Surge for Modem/Fax",10.19
"OFF-AP-10003590","Office Supplies","Appliances","Hoover WindTunnel Plus Canister Vacuum",290.60
"OFF-AP-10003622","Office Supplies","Appliances","Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",2.60
"OFF-AP-10003779","Office Supplies","Appliances","Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection",165.98
"OFF-AP-10003842","Office Supplies","Appliances","Euro-Pro Shark Turbo Vacuum",24.78
"OFF-AP-10003849","Office Supplies","Appliances","Hoover Shoulder Vac Commercial Portable Vacuum",71.56
"OFF-AP-10003860","Office Supplies","Appliances","Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection",22.21
"OFF-AP-10003884","Office Supplies","Appliances","Fellowes Smart Surge Ten-Outlet Protector, Platinum",60.22
"OFF-AP-10003914","Office Supplies","Appliances","Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",2.60
"OFF-AP-10003971","Office Supplies","Appliances","Belkin 6 Outlet Metallic Surge Strip",2.18
"OFF-AP-10004036","Office Supplies","Appliances","Bionaire 99.97% HEPA Air Cleaner",3.50
"OFF-AP-10004052","Office Supplies","Appliances","Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",0.79
"OFF-AP-10004136","Office Supplies","Appliances","Kensington 6 Outlet SmartSocket Surge Protector",8.20
"OFF-AP-10004233","Office Supplies","Appliances","Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room",15.34
"OFF-AP-10004249","Office Supplies","Appliances","Staple holder",2.39
"OFF-AP-10004336","Office Supplies","Appliances","Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",11.39
"OFF-AP-10004487","Office Supplies","Appliances","Kensington 4 Outlet MasterPiece Compact Power Control Center",16.26
"OFF-AP-10004532","Office Supplies","Appliances","Kensington 6 Outlet Guardian Standard Surge Protector",20.48
"OFF-AP-10004540","Office Supplies","Appliances","Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",80.16
"OFF-AP-10004655","Office Supplies","Appliances","Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",2.26
"OFF-AP-10004708","Office Supplies","Appliances","Fellowes Superior 10 Outlet Split Surge Protector",7.61
"OFF-AP-10004785","Office Supplies","Appliances","Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",11.33
"OFF-AP-10004859","Office Supplies","Appliances","Acco 6 Outlet Guardian Premium Surge Suppressor",2.91
"OFF-AP-10004868","Office Supplies","Appliances","Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags",1.55
"OFF-AP-10004980","Office Supplies","Appliances","3M Replacement Filter for Office Air Cleaner for 20' x 33' Room",7.58
"OFF-AR-10000034","Office Supplies","Art","BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",3.39
"OFF-AR-10000122","Office Supplies","Art","Newell 314",4.46
"OFF-AR-10000127","Office Supplies","Art","Newell 321",2.62
"OFF-AR-10000203","Office Supplies","Art","Newell 336",3.42
"OFF-AR-10000246","Office Supplies","Art","Newell 318",2.22
"OFF-AR-10000255","Office Supplies","Art","Newell 328",5.84
"OFF-AR-10000315","Office Supplies","Art","Dixon Ticonderoga Maple Cedar Pencil, #2",2.46
"OFF-AR-10000369","Office Supplies","Art","Design Ebony Sketching Pencil",1.11
"OFF-AR-10000380","Office Supplies","Art","Hunt PowerHouse Electric Pencil Sharpener, Blue",30.38
"OFF-AR-10000390","Office Supplies","Art","Newell Chalk Holder",3.30
"OFF-AR-10000411","Office Supplies","Art","Boston 16701 Slimline Battery Pencil Sharpener",12.75
"OFF-AR-10000422","Office Supplies","Art","Pencil and Crayon Sharpener",1.75
"OFF-AR-10000462","Office Supplies","Art","Sanford Pocket Accent Highlighters",1.60
"OFF-AR-10000475","Office Supplies","Art","Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",9.33
"OFF-AR-10000538","Office Supplies","Art","Boston Model 1800 Electric Pencil Sharpener, Gray",22.52
"OFF-AR-10000588","Office Supplies","Art","Newell 345",15.87
"OFF-AR-10000614","Office Supplies","Art","Barrel Sharpener",3.57
"OFF-AR-10000634","Office Supplies","Art","Newell 320",3.42
"OFF-AR-10000657","Office Supplies","Art","Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",1.72
"OFF-AR-10000658","Office Supplies","Art","Newell 324",9.24
"OFF-AR-10000716","Office Supplies","Art","DIXON Ticonderoga Erasable Checking Pencils",4.46
"OFF-AR-10000799","Office Supplies","Art","Col-Erase Pencils with Erasers",4.86
"OFF-AR-10000817","Office Supplies","Art","Manco Dry-Lighter Erasable Highlighter",2.43
"OFF-AR-10000823","Office Supplies","Art","Newell 307",1.46
"OFF-AR-10000896","Office Supplies","Art","Newell 329",2.62
"OFF-AR-10000914","Office Supplies","Art","Boston 16765 Mini Stand Up Battery Pencil Sharpener",9.33
"OFF-AR-10000937","Office Supplies","Art","Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",29.24
"OFF-AR-10000940","Office Supplies","Art","Newell 343",2.35
"OFF-AR-10001022","Office Supplies","Art","SANFORD Liquid Accent Tank-Style Highlighters",2.84
"OFF-AR-10001026","Office Supplies","Art","Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",2.20
"OFF-AR-10001044","Office Supplies","Art","BOSTON Ranger #55 Pencil Sharpener, Black",20.79
"OFF-AR-10001118","Office Supplies","Art","Binney & Smith Crayola Metallic Crayons, 16-Color Pack",2.70
"OFF-AR-10001130","Office Supplies","Art","Quartet Alpha White Chalk, 12/Pack",1.77
"OFF-AR-10001149","Office Supplies","Art","Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",1.95
"OFF-AR-10001166","Office Supplies","Art","Staples in misc. colors",7.58
"OFF-AR-10001177","Office Supplies","Art","Newell 349",2.62
"OFF-AR-10001216","Office Supplies","Art","Newell 339",2.22
"OFF-AR-10001221","Office Supplies","Art","Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",4.78
"OFF-AR-10001227","Office Supplies","Art","Newell 338",2.94
"OFF-AR-10001231","Office Supplies","Art","Sanford EarthWrite Recycled Pencils, Medium Soft, #2",2.10
"OFF-AR-10001246","Office Supplies","Art","Newell 317",2.35
"OFF-AR-10001315","Office Supplies","Art","Newell 310",1.41
"OFF-AR-10001374","Office Supplies","Art","BIC Brite Liner Highlighters, Chisel Tip",5.18
"OFF-AR-10001419","Office Supplies","Art","Newell 325",3.30
"OFF-AR-10001427","Office Supplies","Art","Newell 330",4.78
"OFF-AR-10001446","Office Supplies","Art","Newell 309",9.24
"OFF-AR-10001468","Office Supplies","Art","Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",29.95
"OFF-AR-10001473","Office Supplies","Art","Newell 313",2.62
"OFF-AR-10001545","Office Supplies","Art","Newell 326",1.41
"OFF-AR-10001547","Office Supplies","Art","Newell 311",1.77
"OFF-AR-10001573","Office Supplies","Art","American Pencil",2.33
"OFF-AR-10001615","Office Supplies","Art","Newell 34",15.87
"OFF-AR-10001662","Office Supplies","Art","Rogers Handheld Barrel Pencil Sharpener",2.19
"OFF-AR-10001683","Office Supplies","Art","Lumber Crayons",7.88
"OFF-AR-10001725","Office Supplies","Art","Boston Home & Office Model 2000 Electric Pencil Sharpeners",18.92
"OFF-AR-10001761","Office Supplies","Art","Avery Hi-Liter Smear-Safe Highlighters",4.67
"OFF-AR-10001770","Office Supplies","Art","Economy #2 Pencils",2.66
"OFF-AR-10001860","Office Supplies","Art","BIC Liqua Brite Liner",5.55
"OFF-AR-10001868","Office Supplies","Art","Prang Dustless Chalk Sticks",1.34
"OFF-AR-10001897","Office Supplies","Art","Model L Table or Wall-Mount Pencil Sharpener",14.39
"OFF-AR-10001915","Office Supplies","Art","Peel-Off China Markers",7.94
"OFF-AR-10001919","Office Supplies","Art","OIC #2 Pencils, Medium Soft",1.50
"OFF-AR-10001940","Office Supplies","Art","Sanford Colorific Eraseable Coloring Pencils, 12 Count",2.62
"OFF-AR-10001953","Office Supplies","Art","Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener",35.18
"OFF-AR-10001954","Office Supplies","Art","Newell 331",3.91
"OFF-AR-10001955","Office Supplies","Art","Newell 319",15.87
"OFF-AR-10001958","Office Supplies","Art","Stanley Bostitch Contemporary Electric Pencil Sharpeners",13.58
"OFF-AR-10001972","Office Supplies","Art","Newell 323",1.34
"OFF-AR-10001988","Office Supplies","Art","Bulldog Table or Wall-Mount Pencil Sharpener",5.99
"OFF-AR-10002053","Office Supplies","Art","Premium Writing Pencils, Soft, #2 by Central Association for the Blind",2.38
"OFF-AR-10002067","Office Supplies","Art","Newell 334",15.87
"OFF-AR-10002135","Office Supplies","Art","Boston Heavy-Duty Trimline Electric Pencil Sharpeners",38.56
"OFF-AR-10002221","Office Supplies","Art","12 Colored Short Pencils",2.08
"OFF-AR-10002240","Office Supplies","Art","Panasonic KP-150 Electric Pencil Sharpener",30.19
"OFF-AR-10002255","Office Supplies","Art","Newell 346",2.30
"OFF-AR-10002257","Office Supplies","Art","Eldon Spacemaker Box, Quick-Snap Lid, Clear",2.67
"OFF-AR-10002280","Office Supplies","Art","Staples in misc. colors",5.18
"OFF-AR-10002335","Office Supplies","Art","DIXON Oriole Pencils",2.06
"OFF-AR-10002375","Office Supplies","Art","Newell 351",2.62
"OFF-AR-10002399","Office Supplies","Art","Dixon Prang Watercolor Pencils, 10-Color Set with Brush",3.41
"OFF-AR-10002445","Office Supplies","Art","SANFORD Major Accent Highlighters",5.66
"OFF-AR-10002467","Office Supplies","Art","Dixon Ticonderoga Pencils",2.38
"OFF-AR-10002578","Office Supplies","Art","Newell 335",2.88
"OFF-AR-10002656","Office Supplies","Art","Sanford Liquid Accent Highlighters",5.34
"OFF-AR-10002671","Office Supplies","Art","Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",139.13
"OFF-AR-10002704","Office Supplies","Art","Boston 1900 Electric Pencil Sharpener",14.98
"OFF-AR-10002766","Office Supplies","Art","Prang Drawing Pencil Set",2.22
"OFF-AR-10002804","Office Supplies","Art","Faber Castell Col-Erase Pencils",3.91
"OFF-AR-10002818","Office Supplies","Art","Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener",21.98
