"order_id","order_date","ship_date","ship_mode","state","city","zip_code","cust_id"
"CA-2016-108959","2019-03-10","2019-03-14","Second Class","Arizona","Glendale","85301","MH-17785"
"CA-2014-103660","2017-08-25","2017-08-30","Standard Class","Washington","Seattle","98103","MW-18220"
"CA-2016-113425","2019-11-21","2019-11-21","Same Day","New York","New York City","10009","JK-16120"
"CA-2014-103331","2017-08-26","2017-09-01","Standard Class","Delaware","Newark","19711","KB-16315"
"CA-2014-107573","2017-12-12","2017-12-17","Standard Class","Florida","Miami","33178","PB-19150"
"CA-2015-124919","2018-05-31","2018-06-02","First Class","California","San Jose","95123","SP-20650"
"CA-2017-159100","2020-10-16","2020-10-21","Standard Class","Tennessee","Columbia","38401","VP-21760"
"CA-2016-143441","2019-11-05","2019-11-05","Same Day","Texas","Laredo","78041","EB-14170"
"US-2015-130519","2018-09-15","2018-09-15","Same Day","Florida","Coral Springs","33065","NG-18355"
"CA-2016-149370","2019-09-15","2019-09-19","Standard Class","Pennsylvania","Philadelphia","19140","DB-13210"
"US-2015-163825","2018-06-16","2018-06-19","First Class","New York","New York City","10009","LC-16885"
"CA-2017-109715","2020-12-09","2020-12-14","Standard Class","Illinois","Chicago","60623","AH-10585"
"CA-2015-129770","2018-02-21","2018-02-23","Second Class","New Mexico","Las Cruces","88001","JE-15715"
"CA-2017-141103","2020-07-30","2020-08-06","Standard Class","Maryland","Baltimore","21215","JF-15355"
"CA-2017-112333","2020-04-08","2020-04-14","Standard Class","New Jersey","Plainfield","7060","KF-16285"
"CA-2015-120362","2018-09-14","2018-09-19","Standard Class","Utah","Provo","84604","CA-12265"
"CA-2017-142867","2020-03-17","2020-03-21","Standard Class","Texas","Houston","77095","PO-19180"
"CA-2017-160087","2020-03-18","2020-03-22","Standard Class","Texas","Dallas","75220","EN-13780"
"CA-2016-139997","2019-07-01","2019-07-03","First Class","Utah","Lehi","84043","EM-14140"
"CA-2017-103877","2020-09-07","2020-09-14","Standard Class","Missouri","Independence","64055","RD-19660"
"CA-2016-169166","2019-05-09","2019-05-14","Standard Class","Washington","Seattle","98115","SS-20590"
"CA-2016-132066","2019-10-16","2019-10-20","Standard Class","New York","New York City","10011","NB-18655"
"US-2016-150567","2019-05-17","2019-05-21","Standard Class","Florida","Apopka","32712","RP-19855"
"CA-2016-129280","2019-05-03","2019-05-05","First Class","Ohio","Newark","43055","SM-20905"
"CA-2015-110667","2018-04-04","2018-04-08","Standard Class","New York","New York City","10009","NF-18595"
"CA-2015-111612","2018-11-28","2018-12-02","Standard Class","Ohio","Columbus","43229","EB-14110"
"CA-2017-122644","2020-11-12","2020-11-17","Standard Class","Ohio","Columbus","43229","SF-20965"
"US-2017-152842","2020-07-16","2020-07-23","Standard Class","North Carolina","Charlotte","28205","NF-18385"
"CA-2016-165995","2019-08-30","2019-09-06","Standard Class","California","Los Angeles","90008","BG-11740"
"CA-2017-155152","2020-07-07","2020-07-09","Second Class","Rhode Island","Warwick","2886","MP-17965"
"CA-2014-154592","2017-12-07","2017-12-08","First Class","California","San Francisco","94109","EH-14005"
"US-2016-115952","2019-10-06","2019-10-06","Same Day","Oklahoma","Tulsa","74133","JH-15910"
"CA-2015-103716","2018-04-30","2018-05-06","Standard Class","California","San Francisco","94110","KB-16585"
"CA-2017-133235","2020-08-01","2020-08-04","First Class","North Carolina","Charlotte","28205","LH-16750"
"CA-2015-129917","2018-10-02","2018-10-03","First Class","California","Los Angeles","90008","HM-14980"
"CA-2015-168634","2018-12-06","2018-12-11","Standard Class","California","San Francisco","94109","AF-10870"
"CA-2016-125843","2019-08-13","2019-08-16","First Class","Virginia","Springfield","22153","RF-19840"
"CA-2017-128265","2020-11-17","2020-11-22","Second Class","New York","New York City","10011","VW-21775"
"CA-2014-121286","2017-11-04","2017-11-08","Second Class","North Carolina","Cary","27511","ON-18715"
"CA-2015-105347","2018-11-24","2018-11-28","Standard Class","California","Los Angeles","90004","DP-13000"
"CA-2014-106229","2017-06-07","2017-06-11","Second Class","Illinois","Aurora","60505","NR-18550"
"CA-2016-166772","2019-09-20","2019-09-24","Standard Class","Washington","Seattle","98105","HJ-14875"
"CA-2017-132584","2020-08-26","2020-08-27","First Class","Michigan","Detroit","48234","HJ-14875"
"CA-2014-132227","2017-11-04","2017-11-10","Standard Class","New York","New York City","10011","SZ-20035"
"CA-2017-168193","2020-03-06","2020-03-11","Second Class","New York","New York City","10011","RM-19750"
"CA-2016-112109","2019-07-08","2019-07-12","Standard Class","Colorado","Broomfield","80020","JE-15715"
"CA-2017-159464","2020-05-18","2020-05-19","First Class","Georgia","Sandy Springs","30328","TB-21355"
"CA-2016-162747","2019-03-20","2019-03-25","Second Class","Mississippi","Gulfport","39503","AH-10030"
"CA-2015-145821","2018-05-01","2018-05-07","Standard Class","California","Los Angeles","90008","JB-15400"
"US-2017-163790","2020-11-02","2020-11-04","Second Class","California","Danville","94526","NL-18310"
"CA-2016-144911","2019-11-27","2019-11-30","First Class","Kansas","Overland Park","66212","RW-19630"
"CA-2017-105886","2020-12-18","2020-12-23","Standard Class","New York","Oceanside","11572","DB-13660"
"CA-2014-158470","2017-04-19","2017-04-23","Second Class","Virginia","Arlington","22204","AG-10390"
"CA-2016-126732","2019-09-02","2019-09-06","Standard Class","California","Los Angeles","90036","LR-16915"
"CA-2015-134257","2018-03-16","2018-03-19","Second Class","Alabama","Auburn","36830","MS-17710"
"CA-2017-133249","2020-07-08","2020-07-11","First Class","California","Pico Rivera","90660","SZ-20035"
"US-2017-155999","2020-08-07","2020-08-13","Standard Class","California","San Diego","92105","JK-15370"
"US-2016-143448","2019-12-10","2019-12-10","Same Day","Indiana","Greenwood","46142","MH-17455"
"CA-2016-152121","2019-11-27","2019-11-29","Second Class","Arizona","Scottsdale","85254","CC-12670"
"CA-2015-137750","2018-06-25","2018-06-30","Standard Class","California","San Francisco","94110","JF-15565"
"CA-2016-103037","2019-07-25","2019-07-29","Standard Class","Texas","Houston","77070","KH-16630"
"CA-2016-119165","2019-10-31","2019-11-06","Standard Class","Pennsylvania","Philadelphia","19143","BD-11320"
"CA-2016-113978","2019-09-25","2019-09-29","Standard Class","Ohio","Cleveland","44105","TS-21505"
"CA-2014-119529","2017-11-03","2017-11-05","Second Class","New Jersey","Orange","7050","DM-13345"
"CA-2016-115525","2019-07-25","2019-07-29","Standard Class","Ohio","Toledo","43615","RR-19525"
"CA-2014-116904","2017-09-23","2017-09-28","Standard Class","Minnesota","Minneapolis","55407","SC-20095"
"CA-2017-104850","2020-06-13","2020-06-19","Standard Class","Washington","Seattle","98103","TW-21025"
"CA-2015-138674","2018-11-14","2018-11-17","First Class","Oregon","Springfield","97477","KB-16585"
"US-2016-112977","2019-03-10","2019-03-16","Standard Class","New York","Long Beach","11561","CJ-12010"
"CA-2016-112102","2019-04-12","2019-04-16","Standard Class","Virginia","Springfield","22153","BD-11605"
"CA-2017-149881","2020-04-01","2020-04-03","First Class","California","San Francisco","94110","NC-18535"
"CA-2015-138002","2018-09-06","2018-09-12","Standard Class","Washington","Seattle","98103","BT-11305"
"CA-2016-144400","2019-02-23","2019-02-27","Standard Class","Pennsylvania","Philadelphia","19120","AC-10420"
"CA-2017-107727","2020-10-19","2020-10-23","Second Class","Texas","Houston","77095","MA-17560"
"CA-2014-112851","2017-09-17","2017-09-21","Standard Class","California","Chula Vista","91911","NR-18550"
"CA-2017-126074","2020-10-02","2020-10-06","Standard Class","Michigan","Trenton","48183","RF-19735"
"CA-2017-168942","2020-08-01","2020-08-05","Second Class","California","San Francisco","94109","EM-13960"
"CA-2016-147683","2019-11-13","2019-11-17","Standard Class","Washington","Seattle","98103","PO-19180"
"CA-2014-151792","2017-09-02","2017-09-07","Second Class","Illinois","Chicago","60653","CV-12295"
"CA-2017-107853","2020-05-26","2020-05-31","Standard Class","California","Oceanside","92054","CD-11920"
"US-2016-159093","2019-05-09","2019-05-14","Standard Class","California","Los Angeles","90036","RS-19420"
"US-2017-121251","2020-03-26","2020-03-27","First Class","New York","New York City","10009","GM-14440"
"CA-2017-127922","2020-10-27","2020-11-03","Standard Class","Texas","Dallas","75081","SH-19975"
"CA-2016-101343","2019-07-17","2019-07-22","Standard Class","California","Los Angeles","90049","RA-19885"
"US-2017-128832","2020-04-24","2020-04-27","First Class","Rhode Island","Providence","2908","LS-16945"
"CA-2016-160500","2019-05-05","2019-05-08","First Class","California","Encinitas","92024","DM-13015"
"CA-2017-135307","2020-11-26","2020-11-27","First Class","Missouri","Gladstone","64118","LS-17245"
"CA-2015-105844","2018-10-25","2018-10-27","Second Class","Nevada","Sparks","89431","JF-15415"
"CA-2017-121125","2020-05-30","2020-06-03","Standard Class","Oregon","Tigard","97224","MG-17890"
"CA-2017-163321","2020-08-07","2020-08-11","Second Class","North Carolina","Jacksonville","28540","FM-14380"
"CA-2014-108609","2017-10-31","2017-11-02","Second Class","Ohio","Lorain","44052","AJ-10780"
"CA-2014-168130","2017-09-19","2017-09-19","Same Day","New York","New York City","10011","BS-11365"
"CA-2017-116225","2020-11-05","2020-11-09","Standard Class","New York","New York City","10009","SV-20935"
"CA-2014-165477","2017-12-29","2017-12-31","Second Class","Ohio","Kent","44240","RE-19405"
"CA-2016-128594","2019-08-26","2019-08-29","First Class","California","San Diego","92037","DJ-13510"
"CA-2016-158211","2019-01-04","2019-01-08","Standard Class","Pennsylvania","Philadelphia","19143","BP-11185"
"CA-2015-157133","2018-11-28","2018-12-03","Standard Class","Illinois","Champaign","61821","LC-16885"
"CA-2017-106831","2020-06-01","2020-06-03","First Class","Ohio","Dublin","43017","FH-14350"
"US-2017-125213","2020-12-11","2020-12-13","First Class","New Jersey","Paterson","7501","NB-18655"
"US-2016-166660","2019-01-30","2019-02-01","Second Class","Washington","Seattle","98103","TB-21250"
"CA-2015-156482","2018-02-06","2018-02-13","Standard Class","Delaware","Wilmington","19805","IL-15100"
"CA-2015-133536","2018-03-28","2018-03-30","Second Class","New York","New York City","10009","JH-15820"
"US-2016-101196","2019-05-12","2019-05-17","Standard Class","Pennsylvania","Philadelphia","19140","FM-14215"
"CA-2016-163153","2019-03-21","2019-03-25","Standard Class","Texas","Houston","77036","DM-12955"
"CA-2015-107083","2018-11-21","2018-11-27","Standard Class","Texas","Fort Worth","76106","BB-11545"
"US-2017-118941","2020-08-12","2020-08-12","Same Day","Maryland","Columbia","21044","BB-11545"
"CA-2015-146038","2018-02-09","2018-02-16","Standard Class","California","Los Angeles","90049","SJ-20215"
"CA-2016-115476","2019-03-17","2019-03-17","Same Day","Delaware","Newark","19711","VM-21835"
"CA-2016-117282","2019-07-14","2019-07-18","Standard Class","New York","New York City","10009","DR-12880"
"CA-2017-122280","2020-09-10","2020-09-10","Same Day","New York","New York City","10024","SH-20395"
"CA-2014-132962","2017-09-13","2017-09-16","First Class","Pennsylvania","Philadelphia","19143","JM-15535"
"CA-2017-121293","2020-07-25","2020-07-28","Second Class","Pennsylvania","Philadelphia","19143","JC-15775"
"CA-2014-100090","2017-07-08","2017-07-12","Standard Class","California","San Francisco","94122","EB-13705"
"CA-2016-161207","2019-08-29","2019-09-03","Standard Class","New Hampshire","Concord","3301","AB-10060"
"CA-2017-144113","2020-09-16","2020-09-20","Standard Class","Texas","Austin","78745","JF-15355"
"CA-2016-145842","2019-06-17","2019-06-20","Second Class","New York","New York City","10024","FM-14380"
"CA-2015-110891","2018-11-20","2018-11-24","Standard Class","Pennsylvania","Philadelphia","19140","PO-19195"
"CA-2017-127313","2020-12-01","2020-12-04","First Class","Pennsylvania","Philadelphia","19120","RA-19285"
"CA-2016-167241","2019-08-15","2019-08-22","Standard Class","California","Los Angeles","90004","BD-11320"
"US-2017-134481","2020-08-27","2020-09-01","Standard Class","Massachusetts","Franklin","2038","AR-10405"
"CA-2017-140872","2020-06-03","2020-06-10","Standard Class","Florida","Pembroke Pines","33024","NR-18550"
"CA-2015-145184","2018-11-27","2018-11-29","First Class","Delaware","Newark","19711","JD-16150"
"CA-2016-141887","2019-01-11","2019-01-15","Standard Class","Ohio","Columbus","43229","MP-17470"
"CA-2017-102834","2020-03-09","2020-03-13","Standard Class","California","San Francisco","94110","LW-16990"
"CA-2016-118934","2019-08-09","2019-08-14","Standard Class","Tennessee","Hendersonville","37075","GH-14410"
"CA-2017-116519","2020-10-13","2020-10-15","First Class","New York","New York City","10009","CR-12730"
"CA-2017-143434","2020-11-18","2020-11-24","Standard Class","Michigan","Saginaw","48601","ME-17320"
"CA-2015-112571","2018-09-22","2018-09-22","Same Day","California","Oceanside","92054","DL-12925"
"CA-2015-115091","2018-10-05","2018-10-09","Standard Class","Virginia","Springfield","22153","JJ-15760"
"CA-2015-145352","2018-03-16","2018-03-22","Standard Class","Georgia","Atlanta","30318","CM-12385"
"CA-2015-151043","2018-11-14","2018-11-20","Standard Class","Pennsylvania","Philadelphia","19143","MG-17680"
"CA-2017-145233","2020-12-01","2020-12-05","Standard Class","Colorado","Denver","80219","DV-13465"
"CA-2017-138611","2020-11-14","2020-11-17","Second Class","Ohio","Grove City","43123","CK-12595"
"CA-2017-121888","2020-09-15","2020-09-17","Second Class","Massachusetts","Everett","2149","CL-11890"
"CA-2016-163048","2019-02-08","2019-02-15","Standard Class","Texas","Houston","77036","MH-17440"
"CA-2015-162166","2018-09-08","2018-09-11","First Class","California","Moreno Valley","92553","NM-18520"
"CA-2017-142461","2020-05-30","2020-06-03","Second Class","Texas","Dallas","75217","KT-16480"
"CA-2015-109001","2018-03-05","2018-03-09","Standard Class","Pennsylvania","Philadelphia","19120","KN-16390"
"CA-2016-113390","2019-10-11","2019-10-15","Standard Class","Illinois","Chicago","60610","EP-13915"
"CA-2014-159800","2017-11-28","2017-12-01","First Class","California","San Francisco","94109","SG-20470"
"CA-2016-160234","2019-06-26","2019-07-03","Standard Class","Georgia","Atlanta","30318","PF-19225"
"CA-2016-111794","2019-10-01","2019-10-01","Same Day","Texas","Amarillo","79109","HG-15025"
"CA-2014-116239","2017-03-04","2017-03-04","Same Day","South Carolina","Columbia","29203","CL-12565"
"CA-2016-125206","2019-01-03","2019-01-05","First Class","California","Los Angeles","90045","LR-16915"
"CA-2016-144785","2019-04-18","2019-04-23","Standard Class","New York","New York City","10009","CS-12490"
"CA-2014-169726","2017-08-09","2017-08-13","Standard Class","Washington","Seattle","98103","JH-15985"
"CA-2017-134838","2020-02-19","2020-02-20","First Class","California","Los Angeles","90045","ED-13885"
"US-2017-165358","2020-07-18","2020-07-23","Standard Class","Pennsylvania","Philadelphia","19134","SV-20365"
"CA-2016-165820","2019-09-26","2019-09-30","Standard Class","California","San Francisco","94109","DW-13585"
"US-2014-121734","2017-04-11","2017-04-16","Standard Class","Idaho","Lewiston","83501","SE-20110"
"CA-2014-135993","2017-05-28","2017-06-02","Standard Class","Washington","Seattle","98115","PJ-18835"
"CA-2014-106264","2017-12-26","2017-12-30","Standard Class","California","San Diego","92024","CK-12595"
"CA-2017-152275","2020-10-01","2020-10-08","Standard Class","Texas","San Antonio","78207","KH-16630"
"CA-2017-147354","2020-03-09","2020-03-13","Standard Class","California","Los Angeles","90008","KB-16315"
"CA-2016-130288","2019-11-26","2019-11-30","Second Class","New York","New York City","10011","DK-13225"
"CA-2015-114923","2018-02-08","2018-02-13","Standard Class","Ohio","Columbus","43229","LH-17020"
"CA-2016-133795","2019-12-18","2019-12-24","Standard Class","California","San Diego","92037","JE-15475"
"CA-2017-129021","2020-08-23","2020-08-26","Second Class","Florida","Tallahassee","32303","PO-18850"
"CA-2015-123232","2018-12-14","2018-12-16","Second Class","Oregon","Portland","97206","DJ-13630"
"CA-2014-165974","2017-06-29","2017-07-06","Standard Class","Ohio","Cincinnati","45231","DL-12865"
"CA-2016-160220","2019-10-20","2019-10-26","Standard Class","Michigan","Trenton","48183","JS-16030"
"CA-2017-120761","2020-09-04","2020-09-08","Standard Class","New York","Long Beach","11561","AB-10150"
"CA-2015-112319","2018-08-31","2018-09-05","Standard Class","California","Los Angeles","90004","AR-10510"
"CA-2016-110499","2019-04-07","2019-04-09","First Class","California","San Francisco","94110","YC-21895"
"CA-2017-154102","2020-02-06","2020-02-13","Standard Class","California","San Francisco","94109","SN-20560"
"CA-2016-169026","2019-08-08","2019-08-13","Standard Class","Mississippi","Jackson","39212","CM-12655"
"CA-2016-152940","2019-11-10","2019-11-13","First Class","California","San Francisco","94110","RO-19780"
"CA-2016-159345","2019-06-17","2019-06-22","Standard Class","California","San Diego","92024","IG-15085"
"CA-2015-146948","2018-07-16","2018-07-20","Standard Class","Maryland","Baltimore","21215","MG-17890"
"CA-2017-144225","2020-09-30","2020-10-02","Second Class","Maryland","Baltimore","21215","CC-12475"
"CA-2014-146969","2017-09-29","2017-10-03","Standard Class","California","Los Angeles","90045","AP-10915"
"CA-2016-123414","2019-08-21","2019-08-27","Standard Class","North Carolina","Greenville","27834","SU-20665"
"CA-2014-153087","2017-12-27","2018-01-03","Standard Class","Alabama","Decatur","35601","TC-20980"
"US-2014-157385","2017-11-23","2017-11-25","First Class","California","Los Angeles","90004","SC-20095"
"CA-2017-130904","2020-04-11","2020-04-16","Standard Class","North Carolina","Burlington","27217","HM-14980"
"CA-2015-127327","2018-02-03","2018-02-07","Standard Class","New York","Rome","13440","PW-19030"
"CA-2014-123260","2017-08-26","2017-08-30","Standard Class","California","Los Angeles","90032","FM-14290"
"CA-2014-115056","2017-05-02","2017-05-02","Same Day","Ohio","Columbus","43229","AR-10510"
"CA-2017-107167","2020-06-10","2020-06-14","Standard Class","Florida","Jacksonville","32216","ND-18460"
"CA-2017-131366","2020-11-24","2020-11-29","Standard Class","Pennsylvania","Lancaster","17602","SC-20440"
"CA-2017-164826","2020-12-28","2021-01-04","Standard Class","New York","New York City","10024","JF-15415"
"CA-2016-150007","2019-09-11","2019-09-16","Standard Class","Illinois","Chicago","60653","AS-10090"
"US-2014-117058","2017-05-27","2017-05-30","First Class","Illinois","Chicago","60653","LE-16810"
"CA-2014-139892","2017-09-08","2017-09-12","Standard Class","Texas","San Antonio","78207","BM-11140"
"CA-2015-147690","2018-11-10","2018-11-14","Standard Class","Pennsylvania","Philadelphia","19140","SC-20020"
"CA-2015-110870","2018-12-12","2018-12-15","First Class","California","Los Angeles","90032","KD-16270"
"CA-2015-117772","2018-09-10","2018-09-12","Second Class","Washington","Seattle","98103","MC-17575"
"US-2017-111241","2020-08-20","2020-08-22","Second Class","California","Fresno","93727","GM-14500"
"CA-2017-144848","2020-04-04","2020-04-05","First Class","New York","New York City","10009","DS-13030"
"US-2014-138828","2017-09-02","2017-09-03","First Class","New York","New York City","10009","KD-16345"
"US-2017-133361","2020-05-14","2020-05-17","First Class","Maryland","Baltimore","21215","AJ-10780"
"CA-2017-125101","2020-03-06","2020-03-10","Second Class","California","San Francisco","94109","SH-19975"
"CA-2016-102127","2019-06-26","2019-07-02","Standard Class","New York","New York City","10035","VP-21760"
"CA-2015-121783","2018-11-10","2018-11-14","Standard Class","Minnesota","Roseville","55113","PO-19180"
"CA-2014-158029","2017-05-26","2017-05-30","Standard Class","California","Los Angeles","90008","HF-14995"
"CA-2014-169803","2017-04-06","2017-04-12","Standard Class","Washington","Seattle","98115","SC-20260"
"CA-2015-125066","2018-12-14","2018-12-18","Standard Class","Mississippi","Jackson","39212","KD-16495"
"CA-2017-131828","2020-02-11","2020-02-13","Second Class","Washington","Seattle","98105","CS-11845"
"CA-2015-104115","2018-06-12","2018-06-16","Standard Class","Florida","West Palm Beach","33407","JH-15910"
"CA-2016-161543","2019-05-10","2019-05-16","Standard Class","Washington","Seattle","98105","RD-19720"
"CA-2014-110100","2017-04-25","2017-04-29","Standard Class","North Carolina","Wilmington","28403","LC-16885"
"CA-2014-113362","2017-09-14","2017-09-19","Standard Class","New York","Rochester","14609","AJ-10960"
"CA-2014-146990","2017-11-07","2017-11-08","First Class","New York","New York City","10024","BP-11095"
"CA-2016-155516","2019-10-21","2019-10-21","Same Day","Connecticut","Manchester","6040","MK-17905"
"CA-2017-123372","2020-11-28","2020-12-02","Standard Class","New York","New York City","10035","DG-13300"
"CA-2015-141327","2018-11-30","2018-12-03","First Class","North Carolina","Durham","27707","LR-16915"
"CA-2015-151253","2018-04-22","2018-04-26","Standard Class","California","Los Angeles","90008","AZ-10750"
"CA-2014-142314","2017-12-23","2017-12-28","Standard Class","Indiana","Richmond","47374","SF-20200"
"CA-2016-166653","2019-09-22","2019-09-24","Second Class","Ohio","Parma","44134","NP-18685"
"US-2014-122959","2017-12-12","2017-12-12","Same Day","Texas","San Antonio","78207","CY-12745"
"US-2017-165344","2020-11-13","2020-11-15","First Class","Ohio","Springfield","45503","SB-20290"
"CA-2017-116939","2020-09-25","2020-09-29","Standard Class","Virginia","Richmond","23223","AG-10900"
"CA-2015-113040","2018-08-27","2018-08-31","Standard Class","California","Los Angeles","90045","CC-12100"
"CA-2017-140781","2020-08-03","2020-08-07","Standard Class","Illinois","Bloomington","61701","AB-10105"
"CA-2015-165057","2018-09-11","2018-09-15","Standard Class","California","Redlands","92374","SC-20725"
"CA-2014-150203","2017-12-05","2017-12-07","First Class","California","Los Angeles","90032","JB-15925"
"CA-2016-121034","2019-08-08","2019-08-10","Second Class","Texas","Dallas","75081","JF-15565"
"CA-2017-135111","2020-12-28","2021-01-02","Standard Class","North Dakota","Fargo","58103","CS-12400"
"CA-2015-128125","2018-03-31","2018-04-05","Standard Class","Texas","Houston","77095","EB-13705"
"US-2014-103905","2017-07-14","2017-07-20","Standard Class","Illinois","Aurora","60505","AW-10930"
"CA-2016-112697","2019-12-18","2019-12-20","Second Class","Florida","Tamarac","33319","AH-10195"
"US-2017-110996","2020-11-20","2020-11-25","Standard Class","California","Ontario","91761","KA-16525"
"CA-2017-151225","2020-10-27","2020-10-29","First Class","California","Los Angeles","90032","JM-15655"
"CA-2016-123722","2019-09-25","2019-10-01","Standard Class","Texas","Irving","75061","NH-18610"
"US-2017-156909","2020-07-16","2020-07-18","Second Class","Pennsylvania","Philadelphia","19140","SF-20065"
"US-2014-135881","2017-05-23","2017-05-27","Standard Class","New York","New York City","10035","GT-14710"
"US-2017-139647","2020-05-11","2020-05-13","First Class","Arizona","Phoenix","85023","TS-21370"
"US-2017-132927","2020-12-09","2020-12-15","Standard Class","Pennsylvania","Philadelphia","19134","RD-19720"
"CA-2017-143126","2020-12-03","2020-12-07","Second Class","Washington","Seattle","98115","CM-12655"
"CA-2017-143252","2020-12-18","2020-12-24","Standard Class","Wisconsin","Milwaukee","53209","HE-14800"
"CA-2017-117485","2020-09-23","2020-09-29","Standard Class","Oklahoma","Tulsa","74133","BD-11320"
"CA-2016-105781","2019-02-16","2019-02-20","Standard Class","New York","New York City","10024","JF-15565"
"CA-2014-141299","2017-06-03","2017-06-07","Second Class","Michigan","Midland","48640","RB-19795"
"US-2016-154361","2019-03-14","2019-03-19","Standard Class","Ohio","Columbus","43229","HZ-14950"
"CA-2014-107769","2017-10-28","2017-11-01","Standard Class","Kansas","Garden City","67846","BT-11395"
"CA-2017-122196","2020-09-22","2020-09-24","First Class","Delaware","Wilmington","19805","CA-12265"
"CA-2017-121909","2020-07-31","2020-08-05","Standard Class","Pennsylvania","Philadelphia","19134","EA-14035"
"CA-2017-131037","2020-08-22","2020-08-23","First Class","California","San Francisco","94110","TM-21490"
"CA-2016-120803","2019-03-09","2019-03-13","Standard Class","Connecticut","Milford","6460","RB-19465"
"US-2017-137491","2020-11-19","2020-11-25","Standard Class","Texas","San Angelo","76903","LC-16930"
"CA-2016-131835","2019-07-17","2019-07-21","Standard Class","New Jersey","Perth Amboy","8861","MC-17590"
"CA-2016-161816","2019-04-28","2019-05-01","First Class","Texas","Dallas","75217","NB-18655"
"CA-2015-103793","2018-03-26","2018-03-31","Standard Class","Florida","Miami","33142","BV-11245"
"CA-2017-146920","2020-08-28","2020-09-01","Standard Class","Illinois","Chicago","60623","SC-20305"
"CA-2014-113579","2017-12-13","2017-12-15","Second Class","California","Los Angeles","90049","KD-16345"
"CA-2015-104514","2018-01-02","2018-01-04","Second Class","Delaware","Newark","19711","CB-12535"
"CA-2017-159506","2020-11-27","2020-12-02","Standard Class","Indiana","Columbus","47201","JR-16210"
"CA-2014-103366","2017-01-15","2017-01-17","First Class","Georgia","Roswell","30076","EH-13990"
"US-2017-139577","2020-10-01","2020-10-06","Standard Class","California","San Francisco","94110","TN-21040"
"CA-2017-107629","2020-12-14","2020-12-14","Same Day","Illinois","Skokie","60076","DB-13060"
"CA-2016-120355","2019-09-18","2019-09-25","Standard Class","New York","New Rochelle","10801","MM-17260"
"CA-2016-123666","2019-03-26","2019-03-30","Standard Class","New York","New York City","10011","SP-20545"
"CA-2016-138688","2019-06-12","2019-06-16","Second Class","California","Los Angeles","90036","DV-13045"
"CA-2015-109708","2018-05-25","2018-05-28","Second Class","Tennessee","Columbia","38401","CY-12745"
"CA-2015-100818","2018-05-31","2018-06-05","Second Class","Illinois","Chicago","60653","JM-15265"
"CA-2016-149979","2019-09-23","2019-09-28","Second Class","Georgia","Columbus","31907","RA-19915"
"CA-2015-132101","2018-03-19","2018-03-25","Standard Class","Washington","Seattle","98105","JO-15550"
"US-2016-155103","2019-12-02","2019-12-07","Standard Class","New York","New York City","10024","JF-15190"
"CA-2014-112326","2017-01-04","2017-01-08","Standard Class","Illinois","Naperville","60540","PO-19195"
"CA-2015-130218","2018-03-23","2018-03-26","First Class","South Carolina","Florence","29501","SG-20470"
"CA-2016-125724","2019-09-22","2019-09-27","Standard Class","Colorado","Broomfield","80020","SM-20950"
"CA-2017-158561","2020-11-11","2020-11-16","Second Class","Florida","Fort Lauderdale","33311","BB-11545"
"CA-2014-127558","2017-11-15","2017-11-18","First Class","California","Los Angeles","90008","SS-20410"
"CA-2017-112753","2020-06-18","2020-06-23","Standard Class","California","Los Angeles","90032","CC-12670"
"US-2017-118598","2020-11-16","2020-11-16","Same Day","New York","Utica","13501","CM-12190"
"US-2014-104759","2017-03-31","2017-04-04","Standard Class","Illinois","Chicago","60610","DD-13570"
"CA-2016-110366","2019-09-05","2019-09-07","Second Class","Pennsylvania","Philadelphia","19140","JD-15895"
"CA-2015-143490","2018-12-06","2018-12-13","Standard Class","California","San Diego","92105","NP-18325"
"CA-2015-118871","2018-12-04","2018-12-09","Second Class","California","Los Angeles","90049","HM-14860"
"CA-2014-140039","2017-09-13","2017-09-17","Standard Class","Arizona","Tempe","85281","ON-18715"
"CA-2015-114503","2018-11-13","2018-11-17","Standard Class","Tennessee","Lebanon","37087","AA-10375"
"US-2016-146066","2019-08-21","2019-08-23","Second Class","Pennsylvania","Philadelphia","19143","RB-19465"
"US-2016-147340","2019-09-24","2019-09-24","Same Day","California","San Francisco","94110","EB-13750"
"CA-2017-145128","2020-07-09","2020-07-14","Standard Class","Indiana","Lafayette","47905","SM-20320"
"US-2016-136581","2019-11-10","2019-11-12","First Class","Ohio","Troy","45373","SV-20365"
"CA-2017-133074","2020-09-21","2020-09-25","Standard Class","California","San Francisco","94109","DB-13615"
"CA-2017-101665","2020-11-25","2020-12-01","Standard Class","California","San Francisco","94122","TZ-21580"
"CA-2017-128335","2020-09-29","2020-10-05","Standard Class","New York","Mount Vernon","10550","JA-15970"
"CA-2017-141992","2020-06-19","2020-06-25","Standard Class","Texas","Dallas","75220","FO-14305"
"CA-2016-153269","2019-03-09","2019-03-12","First Class","Massachusetts","Andover","1810","PS-18760"
"CA-2017-112515","2020-09-17","2020-09-21","Second Class","Utah","Provo","84604","AS-10225"
"CA-2015-130995","2018-11-01","2018-11-06","Standard Class","New York","New York City","10009","QJ-19255"
"US-2014-150924","2017-09-12","2017-09-16","Second Class","Texas","Houston","77070","PT-19090"
"CA-2014-147235","2017-03-24","2017-03-28","Standard Class","New York","New York City","10024","CD-11920"
